2021-09-18T11:07:54,582 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:43:02,899 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T16:43:02,910 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T16:43:02,929 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T16:43:03,327 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T16:43:03,844 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T16:43:03,874 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T16:43:04,311 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T16:43:04,332 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.384 seconds (JVM running for 7.725)
2021-09-18T16:43:10,894 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T16:43:10,895 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T16:43:10,897 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Completed initialization in 2 ms
2021-09-18T16:44:53,802 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:44:53,864 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 11656 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T16:44:53,870 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T16:44:53,943 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T16:44:53,944 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T16:44:55,181 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T16:44:55,236 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 44 ms. Found 1 JPA repository interfaces.
2021-09-18T16:44:56,328 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T16:44:56,338 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T16:44:56,339 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T16:44:56,339 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T16:44:56,440 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T16:44:56,440 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2495 ms
2021-09-18T16:44:56,730 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T16:44:56,740 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T16:44:56,891 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T16:44:56,916 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:3306/markaz (MySQL 5.5)
2021-09-18T16:44:57,010 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.032s)
2021-09-18T16:44:57,030 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `markaz`: 1
2021-09-18T16:44:57,031 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `markaz` is up to date. No migration necessary.
2021-09-18T16:44:57,212 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T16:44:57,396 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T16:44:57,533 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T16:44:58,236 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T16:44:58,245 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T16:44:58,264 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T16:44:58,634 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T16:44:59,150 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T16:44:59,178 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T16:44:59,616 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T16:44:59,637 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.326 seconds (JVM running for 7.653)
2021-09-18T16:45:02,715 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T16:45:02,716 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T16:45:02,718 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Completed initialization in 2 ms
2021-09-18T16:53:29,973 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:53:30,023 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 15944 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T16:53:30,027 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T16:53:30,078 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T16:53:30,079 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T16:53:31,332 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T16:53:31,389 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 48 ms. Found 1 JPA repository interfaces.
2021-09-18T16:53:32,562 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T16:53:32,575 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T16:53:32,576 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T16:53:32,576 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T16:53:32,672 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T16:53:32,672 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2592 ms
2021-09-18T16:53:32,974 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T16:53:32,984 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T16:53:33,153 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T16:53:33,181 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:3306/markaz (MySQL 5.5)
2021-09-18T16:53:33,280 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.034s)
2021-09-18T16:53:33,302 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `markaz`: 1
2021-09-18T16:53:33,303 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `markaz` is up to date. No migration necessary.
2021-09-18T16:53:33,486 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T16:53:33,693 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T16:53:33,824 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T16:53:34,580 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T16:53:34,596 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T16:53:34,617 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T16:53:35,021 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T16:53:35,576 INFO  [restartedMain] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration: 

Using generated security password: d3bcfb48-f786-4279-af20-6df41f4c0841

2021-09-18T16:53:35,737 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T16:53:35,762 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain: Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7696a820, org.springframework.security.web.context.SecurityContextPersistenceFilter@30f28d8c, org.springframework.security.web.header.HeaderWriterFilter@28f0356f, org.springframework.web.filter.CorsFilter@1823266f, org.springframework.security.web.csrf.CsrfFilter@7a12ead3, org.springframework.security.web.authentication.logout.LogoutFilter@5aca4ea5, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3cfdf597, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@920b45, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@c625e76, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@35642623, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@48b9087d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7154bbac, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@302bd8a, org.springframework.security.web.session.SessionManagementFilter@5bc90b1e, org.springframework.security.web.access.ExceptionTranslationFilter@20312641, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2fd4a4d6]
2021-09-18T16:53:35,850 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T16:53:36,339 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T16:53:36,361 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.756 seconds (JVM running for 7.931)
2021-09-18T16:53:46,585 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T16:53:46,585 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T16:53:46,590 INFO  [http-nio-8080-exec-2] o.s.w.s.DispatcherServlet: Completed initialization in 4 ms
2021-09-18T16:53:47,296 WARN  [http-nio-8080-exec-2] o.a.c.u.SessionIdGeneratorBase: Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [651] milliseconds.
2021-09-18T16:54:58,833 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:54:58,884 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 7736 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T16:54:58,889 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T16:54:58,943 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T16:54:58,943 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T16:55:00,255 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T16:55:00,310 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 46 ms. Found 1 JPA repository interfaces.
2021-09-18T16:55:01,499 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T16:55:01,510 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T16:55:01,511 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T16:55:01,512 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T16:55:01,613 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T16:55:01,613 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2669 ms
2021-09-18T16:55:01,909 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T16:55:01,919 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T16:55:02,077 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T16:55:02,101 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:3306/markaz (MySQL 5.5)
2021-09-18T16:55:02,205 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.036s)
2021-09-18T16:55:02,228 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `markaz`: 1
2021-09-18T16:55:02,229 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `markaz` is up to date. No migration necessary.
2021-09-18T16:55:02,419 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T16:55:02,611 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T16:55:02,747 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T16:55:03,473 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T16:55:03,483 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T16:55:03,506 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T16:55:03,920 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T16:55:04,459 INFO  [restartedMain] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration: 

Using generated security password: 15e8b28f-2bda-41f0-9ba5-1f1427f6ac9f

2021-09-18T16:55:04,592 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T16:55:04,612 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain: Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5163f0d3, org.springframework.security.web.context.SecurityContextPersistenceFilter@560218fa, org.springframework.security.web.header.HeaderWriterFilter@608bddf8, org.springframework.web.filter.CorsFilter@d4b53cb, org.springframework.security.web.csrf.CsrfFilter@53f57108, org.springframework.security.web.authentication.logout.LogoutFilter@3da4464f, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6a229204, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@53b27b9, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@7a44567a, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@91fdce4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@46d4b3c3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@13aee673, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@515cd50c, org.springframework.security.web.session.SessionManagementFilter@c917838, org.springframework.security.web.access.ExceptionTranslationFilter@52030e45, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5674a572]
2021-09-18T16:55:04,698 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T16:55:05,143 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T16:55:05,164 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.719 seconds (JVM running for 7.729)
2021-09-18T16:55:26,506 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T16:55:26,507 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T16:55:26,509 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Completed initialization in 2 ms
2021-09-18T16:55:27,190 WARN  [http-nio-8080-exec-1] o.a.c.u.SessionIdGeneratorBase: Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [625] milliseconds.
2021-09-18T16:55:46,403 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:55:46,462 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 4080 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T16:55:46,468 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T16:55:46,528 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T16:55:46,529 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T16:55:47,773 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T16:55:47,833 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 48 ms. Found 1 JPA repository interfaces.
2021-09-18T16:55:48,992 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T16:55:49,003 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T16:55:49,003 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T16:55:49,004 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T16:55:49,094 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T16:55:49,095 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2564 ms
2021-09-18T16:55:49,390 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T16:55:49,400 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T16:55:49,552 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T16:55:49,577 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:3306/markaz (MySQL 5.5)
2021-09-18T16:55:49,673 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.034s)
2021-09-18T16:55:49,695 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `markaz`: 1
2021-09-18T16:55:49,696 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `markaz` is up to date. No migration necessary.
2021-09-18T16:55:49,871 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T16:55:50,055 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T16:55:50,183 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T16:55:50,896 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T16:55:50,906 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T16:55:50,927 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T16:55:51,323 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T16:55:51,851 INFO  [restartedMain] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration: 

Using generated security password: 4a6f0c22-0f81-403e-a7e7-0d0d9cae2dc2

2021-09-18T16:55:51,984 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T16:55:52,005 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain: Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@38800ccb, org.springframework.security.web.context.SecurityContextPersistenceFilter@637a8775, org.springframework.security.web.header.HeaderWriterFilter@36b54844, org.springframework.web.filter.CorsFilter@4627f6c, org.springframework.security.web.csrf.CsrfFilter@299b1e06, org.springframework.security.web.authentication.logout.LogoutFilter@50e95067, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@2597ba49, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@53b97891, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@452f7bef, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@408b087, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@262ea906, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@69eedaf1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1aa2676c, org.springframework.security.web.session.SessionManagementFilter@6bc707ef, org.springframework.security.web.access.ExceptionTranslationFilter@1df2a876, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5d4c7b4a]
2021-09-18T16:55:52,092 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T16:55:52,529 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T16:55:52,551 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.587 seconds (JVM running for 7.915)
2021-09-18T16:55:55,835 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[.[.[/]: Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-18T16:55:55,836 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Initializing Servlet 'dispatcherServlet'
2021-09-18T16:55:55,838 INFO  [http-nio-8080-exec-1] o.s.w.s.DispatcherServlet: Completed initialization in 2 ms
2021-09-18T16:55:56,536 WARN  [http-nio-8080-exec-1] o.a.c.u.SessionIdGeneratorBase: Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [658] milliseconds.
2021-09-18T16:59:09,632 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:59:09,701 INFO  [restartedMain] c.m.p.PillarBeApplication: Starting PillarBeApplication using Java 13.0.2 on LAPTOP-KGVDH18P with PID 13300 (C:\Users\Abimanyu\Desktop\markaz-pillar-be\build\classes\java\main started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T16:59:09,707 INFO  [restartedMain] c.m.p.PillarBeApplication: No active profile set, falling back to default profiles: default
2021-09-18T16:59:09,784 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-09-18T16:59:09,785 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor: For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-09-18T16:59:11,109 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
